pair,date,direction,abs_z,z_velocity,spread_vol,half_life,spread_slope,corr_recent,beta,coint_pvalue,market_vol,ret_a_5d,ret_b_5d,mom_a_252,mom_b_252,mom_rel,corr_baseline,corr_change,comembership,coint_recent_pvalue,vol_ratio,sector_dispersion,detach_max,adf_stat,hurst,vix_level,vix_change,vol_spike_max,n_pairs_extreme,z_rank,reverted,reverted_5,reverted_20,reverted_safe
NEE/ED,2021-03-24,-1,2.208219764080703,0.3703359513324851,0.0707471772714723,53.29326799782986,0.0013249981134674928,0.30928092810485835,1.688,0.0289,0.011024160630192324,-0.0017833923924248651,0.02258726037869252,0.36441270886537325,0.08175761011086458,0.28265509875450867,0.586250515047011,-0.2769695869421526,0.48412698412698413,0.2398575466690009,1.625400199423008,0.03099164000655854,0.15566053839469218,-1.355988321212999,0.5518943414418709,17.500312464430788,1.407338152032004,1.0482721212523094,4,0.9433962264150944,0,0,0,0
CAT/GS,2021-03-26,1,2.2836813139884833,1.4650656029777807,0.03519721413145398,68.75008383682541,0.010106761851923498,0.6770033084481308,0.576,0.0003,0.010294830080424429,0.018514256456671596,-0.05007114202450236,0.7588835791669863,0.702053813727499,0.05682976543948737,0.6476948259120127,0.029308482536118174,0.753968253968254,0.6877393585133951,1.0921858131723075,0.03217770817864068,0.07294502166212746,-2.351543598131137,0.24336178112867532,16.34253610948207,1.1308089766898952,1.2358929851869966,5,0.9622641509433962,0,0,0,0
ED/SO,2021-03-26,1,2.225377990598709,-0.03273825891085602,0.020524277813743736,41.68511821982319,0.003736891317686069,0.593776321406327,0.542,0.0335,0.010294830080424429,0.02916905628322386,0.03230340190836145,0.021493106588796884,0.15584466712803957,-0.1343515605392427,0.7156466412360474,-0.12187031982972041,0.8571428571428571,0.45475070397075507,0.9744190234570924,0.03589325343996469,0.1504806012845481,-1.6445799889478263,0.534231310350617,16.34253610948207,1.1308089766898952,0.8589557526469753,5,0.9433962264150944,0,0,0,0
CAT/MS,2021-03-26,1,2.0902534791711394,0.9183978044076493,0.038425968014399146,31.326478514944334,0.008330453869650858,0.7113837508385884,0.727,0.0005,0.010294830080424429,0.018514256456671596,-0.03634067517243622,0.7588835791669863,0.8345617370656715,-0.07567815789868515,0.695577761655094,0.015805989183494407,0.8492063492063492,0.5850594672455959,1.0744017851870418,0.03217770817864068,0.07294502166212746,-1.5096735809947526,0.34377700096042585,16.34253610948207,1.1308089766898952,1.2358929851869966,5,0.9245283018867925,0,0,0,0
MS/URI,2021-03-29,-1,2.131298833555571,-1.8200342421445352,0.02686639437822825,28.37986717619347,-0.014761209424839881,0.6533577497285719,0.53,0.0063,0.010018427629831865,-0.050573725548395565,0.04085782602317156,0.8567303332307836,1.2807180984377435,-0.4239877652069599,0.631234486021669,0.022123263706902874,0.8253968253968254,0.07713253797200414,0.6443952930746376,0.03388313995568663,0.025825309094670623,-2.431507742611777,0.3724527415913338,15.903760821860027,-0.29229589008385126,0.9571101628895369,6,0.8867924528301887,1,0,1,1
CAT/GS,2021-04-05,1,2.247161619552637,0.04378281876997381,0.04238586383841494,147.9867253289629,0.0044034819856019185,0.6326047821737036,0.576,0.0003,0.008381598829036408,0.01817813155805137,-0.011829197794400947,0.7221282608129966,0.7907781911804923,-0.06864993036749567,0.6521701672551354,-0.019565385081431796,0.7777777777777778,0.6994304011365367,1.0866574102077298,0.038891190181594384,0.07526937314806181,-1.6245281668610554,0.2242995973964836,13.30537565444431,-2.997851270515314,1.1282209522453766,4,0.9811320754716981,0,0,1,0
TXN/KLAC,2021-04-05,1,2.1237155168739954,-0.03305060868555154,0.023823711067580352,42.51909761833553,-0.0006417715455184649,0.9013137920256077,0.451,0.0164,0.008381598829036408,0.04534328610345195,0.10420956689508465,0.6855278338186457,1.0019241127224694,-0.3163962789038237,0.8075754752620967,0.09373831676351096,1.0,0.4890958591733124,0.6436988677932165,0.0606356642334595,-0.0437007355020268,-2.2442103410948016,0.3295647523736118,13.30537565444431,-2.997851270515314,1.0635468232417162,4,0.9433962264150944,0,0,1,0
CAT/MS,2021-04-05,1,2.2236973429209748,-0.1423122396712837,0.04693491823017911,41.407155699497146,0.003443443475800631,0.656670671878258,0.727,0.0005,0.008381598829036408,0.01817813155805137,-0.0250679960026865,0.7221282608129966,0.86150918240654,-0.13938092159354332,0.68961715590305,-0.032946484024791944,0.8412698412698413,0.606223312295487,1.0659250155675115,0.038891190181594384,0.07526937314806181,-1.1609247414695603,0.37001661425916427,13.30537565444431,-2.997851270515314,1.1282209522453766,4,0.9622641509433962,0,0,1,0
AMZN/SNPS,2021-04-09,1,2.436473321819386,1.8076784773022307,0.019733634119492204,15.144281089242885,0.010212326888313665,0.6358511188262985,0.336,0.0227,0.0071897465308164024,0.06467690143935112,0.029532491739132638,0.5011460232085296,0.6343775863242742,-0.13323156311574458,0.6448536905541832,-0.009002571727884656,0.746031746031746,0.21872831664658526,0.6721504568609367,0.05946043814801133,-0.08898049859801305,-3.819835616059171,0.11399130121064424,11.413368786077754,-4.648585538021397,0.9263023490954589,2,0.9811320754716981,0,0,0,0
AMZN/AAPL,2021-04-09,1,2.1443045912057808,0.941158136569155,0.01998413216070635,8.999992961982764,0.00518060792329602,0.6868881015887166,0.419,0.0284,0.0071897465308164024,0.06467690143935112,0.07816480783572466,0.5011460232085296,0.7006055306642578,-0.19945950745572816,0.6891189161978815,-0.002230814609164855,0.8333333333333334,0.2147148765657914,0.828887285777877,0.05946043814801133,-0.010345999084252266,-3.514599559613829,0.1682925670021613,11.413368786077754,-4.648585538021397,0.9263023490954589,2,0.9622641509433962,0,0,1,0
USB/JPM,2021-04-14,1,2.0801510226385678,0.36488632484807604,0.04865585682094674,17.572516772520334,0.0064360963337718674,0.8177881799509531,0.736,0.0184,0.006985663407758062,0.013462939523753548,-0.02430326497905977,0.5153743893012583,0.4915256850898828,0.023848704211375527,0.918376451183307,-0.10058827123235392,1.0,0.4561006993789495,1.3640965343835785,0.039396959440981406,0.11204990774895807,-0.7338744278368169,0.5127193588636569,11.089396871839098,-5.301128101926993,0.993784920965632,1,0.9811320754716981,0,0,0,0
COF/PNC,2021-04-15,1,2.005450661599379,0.5549401359851802,0.03447754764163702,48.4158211100981,0.006706370428080224,0.6861950939684123,0.804,0.0222,0.006932832002591722,0.015994500143180268,-0.012382758069643174,0.9544427400528255,0.672350507285838,0.28209223276698747,0.8121070073949067,-0.12591191342649444,0.9920634920634921,0.02163685165730302,1.0721259406673527,0.04228926686318685,0.20245378133427938,-0.8911827035109764,0.19197673050131658,11.00552961614856,-5.399304541805236,0.9017009770231912,2,0.9622641509433962,0,0,0,0
AMZN/SNPS,2021-04-16,1,2.2296689019946734,-0.22913868910177015,0.023119410691011727,21.537853394040578,-0.00016406717485868927,0.6628898230106739,0.336,0.0227,0.006933982768773339,0.008045358910794498,-0.004133093403924981,0.3447352838903157,0.5408772646767801,-0.1961419807864644,0.6343762759899744,0.028513547020699526,0.746031746031746,0.45278080369149654,0.6445373836164946,0.0704664353164869,-0.09088501150484107,-3.4653450570304067,0.15112318012334447,11.007356400828806,-6.132500168898725,0.9118409647264976,1,0.9811320754716981,0,0,1,0
CRM/ISRG,2021-04-21,-1,3.441358362435821,-2.1776604074996984,0.04173566683756132,21.58998865441546,-0.02452468196679587,0.4686737025910121,1.021,0.0265,0.006931707563198315,0.01107754811972228,0.12603039639670133,0.42614922853467174,0.5849255714836374,-0.1587763429489657,0.40136727333486744,0.06730642925614466,0.5079365079365079,0.3761953244768441,0.872449584774036,0.05166107652190722,0.12306706541762963,-1.6448590579490072,0.44139789748997665,11.003744623948968,-6.498711955984792,1.0219125370837452,3,0.9811320754716981,0,0,0,0
BDX/ISRG,2021-04-21,-1,2.2521596024646504,-2.660479340650934,0.0209687143875868,24.499718659323364,-0.012017432344538136,0.2401023299908859,0.518,0.0153,0.006931707563198315,0.03276149040809706,0.12603039639670133,0.019862718634340304,0.5849255714836374,-0.5650628528492971,0.23852458737971016,0.001577742611175742,0.15873015873015872,0.2862178153717826,0.603959775231475,0.04725732752231574,0.12213421397435037,-2.8976659017048667,0.2767084816533012,11.003744623948968,-6.498711955984792,1.0219125370837452,3,0.9433962264150944,0,0,0,0
ISRG/BSX,2021-04-21,1,2.6500621822692216,1.5840465396841095,0.044011216794979775,50.31365413434259,0.015964318823139964,0.349294406831901,0.574,0.0401,0.006931707563198315,0.12603039639670133,0.06442830882073691,0.5849255714836374,0.18824790547638592,0.3966776660072515,0.5899191134125232,-0.24062470658062224,0.373015873015873,0.6724103702523072,1.4026063789616217,0.04725732752231574,0.1126732206404289,-1.7466554489857333,0.44164284368367057,11.003744623948968,-6.498711955984792,1.0219125370837452,3,0.9622641509433962,0,0,0,0
COF/C,2021-04-22,1,2.002305849603544,0.2918904861298366,0.028512462664060725,80.51903138678354,0.00023759142493390032,0.6134039896317792,0.796,0.0392,0.0067896855738596535,-0.013962203341646884,-0.038360863300054504,0.9612265201229122,0.5438491954599427,0.4173773246629695,0.7835974323974109,-0.17019344276563164,0.9841269841269841,0.7433878201939075,1.0681190998507324,0.04194434378549671,0.19807446541116747,-0.7059327945650045,0.43477303878403895,10.77829170525331,-6.722020759177479,0.8349113715010182,4,0.9245283018867925,0,0,0,0
ETN/JPM,2021-04-22,1,2.4587870359238173,1.0603140031807834,0.027419577554820745,25.139340752723374,0.00881637034141669,0.545525297885534,0.856,0.0423,0.0067896855738596535,0.004252114992560507,-0.03205169316152734,0.6197985796630618,0.5324794909404744,0.08731908872258742,0.7130868506527962,-0.16756155276726215,0.753968253968254,0.7248478861052348,1.0575268339429766,0.029843769391765536,0.14249454035486497,-2.2018858521996876,0.2794949553983399,10.77829170525331,-6.722020759177479,0.8981821763055089,4,0.9811320754716981,0,0,1,0
AEP/XEL,2021-04-22,-1,2.4225247625259607,-1.23769368354054,0.013961266757985109,20.537961413596026,-0.0036897935986839603,0.8265882696676266,0.947,0.0018,0.0067896855738596535,0.0015931145595642349,0.01644517417211233,0.06862346761982518,0.11199263724408892,-0.04336916962426374,0.7323456294666749,0.09424264020095163,1.0,0.3116062438779933,0.8861229334531229,0.01273522087111138,0.054388475611895526,-1.8992492603727602,0.4469118262355386,10.77829170525331,-6.722020759177479,0.7151809801412878,4,0.9622641509433962,0,0,0,0
AMZN/SNPS,2021-04-26,1,2.004732263532742,0.09664382633331647,0.02764742180347837,20.235710488351568,0.002146407069373405,0.6669317066912097,0.336,0.0227,0.006780160875260498,0.010910002822348552,0.02459142458064001,0.3467009324401573,0.5179750961633474,-0.17127416372319004,0.6395742147032717,0.02735749198793802,0.746031746031746,0.4524816211435353,0.6416062640033213,0.039980292343756746,-0.0855274487986124,-2.9790163229797835,0.2568530560737312,10.763171714969584,-5.579364394512485,0.9179147164667535,4,0.9245283018867925,1,0,1,1
INTU/CDNS,2021-04-27,1,2.721272135293789,2.2039349219160416,0.02497020530918901,15.010515900765595,0.012932909370865876,0.7418454860146453,0.678,0.0253,0.005643090842862958,0.026173469207050104,-0.059866625099137316,0.4323062487199536,0.49019867992820654,-0.05789243120825294,0.7395110956098677,0.0023343904047775643,0.8809523809523809,0.3180799616372017,0.7540348109455035,0.05857559852452167,-0.006021388711587972,-2.3573543783708026,0.35535268455293906,8.958128997576754,-6.945631824283273,0.8920700507854898,4,0.9811320754716981,0,0,0,0
GOOGL/AAPL,2021-04-28,1,2.1996421941954485,0.7033598905079075,0.041095659737684864,479.32544536853317,0.00790512958074239,0.5522460601850753,0.375,0.034,0.005590356873665011,0.034803317763525854,0.0005990901336589971,0.6491371919811888,0.6590112962327792,-0.00987410425159041,0.5266751648430346,0.02557089534204071,0.5634920634920635,0.9679436590244324,0.9923577327425268,0.05982980032498191,0.1640094800198183,0.1864545802873417,0.5300260512670152,8.87441641669089,-5.5094992462939825,0.9657407150405769,6,0.9056603773584906,0,0,0,0
AMZN/AAPL,2021-04-28,1,2.1975330958571493,1.278394320931116,0.025529324890414096,11.269234948609025,0.01004382249606726,0.7138836783525365,0.419,0.0284,0.005590356873665011,0.028293015242597086,0.0005990901336589971,0.4018227657901505,0.6590112962327792,-0.2571885304426287,0.6908960943835933,0.02298758396894318,0.8333333333333334,0.36176570897177385,0.82635044472515,0.03765769778122558,-0.11221865932928166,-3.249105397600724,0.25270637785115085,8.87441641669089,-5.5094992462939825,0.9643707415248425,6,0.8867924528301887,1,0,1,1
COF/PNC,2021-04-28,1,2.299026657053967,0.7444064888999145,0.031692586188317114,74.94366230798644,0.00607920785754471,0.7407723149475385,0.804,0.0222,0.005590356873665011,0.08263783297284633,0.0562315966368887,0.830188659962916,0.5936322354045966,0.23655642455831938,0.8159874949177266,-0.07521517997018812,0.9920634920634921,0.02199045202140845,0.9858688226703478,0.04064153336277674,0.12333628356868531,-0.9469659321022474,0.19245415096816226,8.87441641669089,-5.5094992462939825,0.844736954864326,6,0.9245283018867925,0,0,0,0
COF/C,2021-04-29,1,3.4857320760322925,1.2124804917537388,0.03330088002112664,1632.8760268514823,0.017160614388922146,0.6309772451238285,0.796,0.0392,0.005662872554197084,0.11513981088324954,0.056123258676733734,0.7734192584077766,0.42613072389164053,0.34728853451613606,0.7826864711069864,-0.15170922598315795,0.9841269841269841,0.8362080006381762,1.0900880372818016,0.0418374208302992,0.11873370160471008,0.08443207949134734,0.41429005347923886,8.989531490795175,-5.196415173900471,0.9152152496829817,8,0.9811320754716981,0,0,0,0
AMT/CCI,2021-04-29,-1,2.185658225972328,-0.39559340433247114,0.040910264021846436,40.2474087678766,-0.0037999486271201163,0.7751529215587294,1.492,0.0145,0.005662872554197084,-0.004502463065720441,0.020152795523645572,0.07560881860009339,0.2215289783195704,-0.14592015971947703,0.790766540922308,-0.015613619363578635,0.9523809523809523,0.88013109293572,1.0796233384962401,0.028524878153077898,0.0629274801386206,-0.6106402068556134,0.3494380843591041,8.989531490795175,-5.196415173900471,0.7457119063509585,8,0.8490566037735849,0,0,0,0
BDX/ISRG,2021-04-29,-1,2.4408538018556394,-0.9860635192649936,0.02040187833676903,22.269404135163615,-0.002173223669713988,0.28353393017830997,0.518,0.0153,0.005662872554197084,-0.022457183535106395,0.004132547339007253,-0.01176382989126612,0.5073793126149964,-0.5191431425062625,0.22606606770218463,0.05746786247612534,0.15873015873015872,0.2350485748075019,0.5547227251211367,0.05946999741465614,0.055672940207768584,-2.679542923704834,0.2544586685564625,8.989531490795175,-5.196415173900471,1.055677406712991,8,0.9245283018867925,0,0,0,0
CRM/ISRG,2021-05-03,-1,2.4122915766657456,-0.7668651170672343,0.053458011153854956,23.283769833574556,-0.012948306644808671,0.43754095447709046,1.021,0.0265,0.005719522937631729,-0.05096704510676364,0.0018574728833584686,0.35834911188667373,0.5533476013121161,-0.1949984894254424,0.38498339665575587,0.05255755782133459,0.4444444444444444,0.4177006227706092,0.8826760783643464,0.06525238642286618,0.06816825267039262,-1.6620222651322976,0.43824334753496336,9.079461186541888,-4.225914467902422,0.9840548774496068,5,0.9433962264150944,0,0,1,0
AEP/XEL,2021-05-04,-1,2.0847347310730826,-0.5727950604964471,0.01711345022351039,19.769241710897905,-0.0024043439494169723,0.8218445651690016,0.947,0.0018,0.005484241894964812,0.01344132688199906,0.0259459736514982,0.09670912962433231,0.16795882264202433,-0.07124969301769202,0.7326406244543454,0.0892039407146562,1.0,0.3301144818333923,0.9172765937477164,0.021564836884914874,0.04240368540496331,-1.7906702302409447,0.4534026352502303,8.705964110279105,-2.9355762542955617,0.662065330518104,4,0.9245283018867925,0,0,0,0
AMZN/GOOGL,2021-05-05,-1,2.0777602513238542,-1.856511407705172,0.02184665521190307,118.06190550907844,-0.009376506181529921,0.7091834413426528,0.826,0.0359,0.00549617206489785,-0.05587992185881063,-0.018944434933260368,0.344336610196053,0.5399321807705917,-0.1955955705745387,0.61922793622201,0.08995550512064276,0.6507936507936508,0.22940295954161993,0.9601833256450736,0.052435758636192126,-0.009230256967894035,-0.5405750746517022,0.4619189668214191,8.72490266792404,-2.9939422017524713,0.9120739938831123,6,0.9056603773584906,0,0,0,0
NEE/SO,2021-05-05,-1,2.008375661407382,-0.6650226242117712,0.047064929702832964,26.48562421738622,-0.01274024091802683,0.49709501384747995,0.988,0.0187,0.00549617206489785,-0.04388583631773191,0.017104956468279475,0.2693037690923492,0.20664834349384265,0.06265542559850656,0.6110779221879523,-0.11398290834047237,0.6904761904761905,0.4497450289046113,1.7287670924783538,0.02651967315284175,0.09596444517672198,-0.8284354152865787,0.5395455646209685,8.72490266792404,-2.9939422017524713,0.9133426319374142,6,0.8867924528301887,0,0,0,0
MET/HON,2021-05-05,1,2.090922862826549,0.771497844583271,0.026777660993747107,320.5732885646377,0.002510005308035526,0.6000864318865597,0.507,0.0221,0.00549617206489785,0.02601993224597665,0.014786690521634505,0.6942717881745795,0.5391421313492772,0.15512965682530222,0.7709546750509749,-0.17086824316441518,0.8968253968253969,0.8764014163541802,1.2576514463664779,0.038587915284634386,0.14244298347802287,-0.4323584181232187,0.5039865269012415,8.72490266792404,-2.9939422017524713,0.9460701641220204,6,0.9245283018867925,0,0,0,0
COF/PNC,2021-05-05,1,2.2129677098431944,-0.5403329925774272,0.037915426468539064,101.80639651147281,0.0004727377667481706,0.7289324726071557,0.804,0.0222,0.00549617206489785,0.06204183970031352,0.049237380552076715,0.9369816044698842,0.7033469427802848,0.23363466168959945,0.8092135665761876,-0.08028109396903194,0.9920634920634921,0.02921070727699632,0.946280620403121,0.038587915284634386,0.13341640694386614,-0.6410898662900903,0.17774413599118236,8.72490266792404,-2.9939422017524713,0.9385295280701547,6,0.9622641509433962,0,0,0,0
MET/JPM,2021-05-06,1,2.005321700201563,0.2526871496098908,0.03216344629478796,87.61310902527968,0.005048462232603346,0.7659318160436133,0.609,0.0329,0.005619498191958592,0.03836668680044042,0.03482705852701784,0.7562146915066164,0.6086543334033987,0.14756035810321766,0.8605704982046365,-0.09463868216102322,1.0,0.038294699291885136,1.1176268257867976,0.043838296763984035,0.11421389804982751,-0.36961108509269297,0.3923330923846112,8.920676825339726,-2.7572616835640105,0.9508597333048393,7,0.8679245283018868,0,0,1,0
COF/C,2021-05-06,1,2.6675465394024953,-0.616428035528247,0.04992973512133145,896.2571556411773,0.00215269530322397,0.6220438013580009,0.796,0.0392,0.005619498191958592,0.04718359767644209,0.01958057969712268,0.9966642391254275,0.592326208094522,0.4043380310309055,0.777671071860039,-0.15562727050203817,0.9841269841269841,0.8492774759566808,1.027066512082353,0.043838296763984035,0.12228755878386721,0.32419106298954525,0.3684799383141108,8.920676825339726,-2.7572616835640105,0.9393615418076873,7,0.9622641509433962,0,0,0,0
BDX/ISRG,2021-05-06,-1,3.176228875085754,-1.1311791250124208,0.023079841737845927,19.421928157424734,-0.0033628009643093945,0.311794984985722,0.518,0.0153,0.005619498191958592,-0.043116437686728126,-0.024343339901788497,-0.05983192548967864,0.4982945841459463,-0.5581265096356249,0.21500141702776293,0.09679356795795907,0.12698412698412698,0.21297790811452855,0.586617454027856,0.0505553176361898,0.07866433606001977,-2.218494222332583,0.27530396619839526,8.920676825339726,-2.7572616835640105,1.2719772015055526,7,0.9811320754716981,0,0,0,0
BDX/MDT,2021-05-06,-1,2.4845418426517747,-1.5949800612056757,0.02065620480212288,24.24625162375482,-0.0037302703257066135,0.3939549717848016,0.467,0.0204,0.005619498191958592,-0.043116437686728126,-0.032460411736066064,-0.05983192548967864,0.2965004921541272,-0.35633241764380585,0.2563447939871676,0.13761017779763401,0.16666666666666666,0.23861027329063816,1.1073855577147595,0.0505553176361898,0.06818746967330414,-1.7441474114642133,0.35238288846323196,8.920676825339726,-2.7572616835640105,1.2719772015055526,7,0.9245283018867925,0,0,0,0
EOG/FANG,2021-05-10,1,2.2163085584867925,2.34515439454824,0.04135534585286359,34.47690785150154,0.021212897829978008,0.709737803389582,1.063,0.0467,0.006014268035711971,0.10700455302217371,-0.013918818822313384,0.5264918333712449,0.7113529063740915,-0.1848610730028466,0.8028008677919419,-0.0930630644023599,0.9841269841269841,0.05336664133998368,0.8732658689638843,0.03536440161013145,0.0983077441949769,-2.7234547411817664,0.3281926962675498,9.547354524347284,-1.7833450671915028,0.9017272396898608,7,0.9056603773584906,0,0,1,0
ED/PEG,2021-05-10,1,2.0760510966486296,0.5002250977660965,0.017590635578772527,29.467038794282765,0.0032809340401871783,0.7381100744458591,0.817,0.0437,0.006014268035711971,0.026651567231782636,-0.005830134056969527,0.1148351005136643,0.2967373140153975,-0.1819022135017332,0.6312284511943181,0.10688162325154094,0.8253968253968254,0.579935600558123,0.8212439937108006,0.0348103886326453,-0.03451482981364751,-3.2606916844390645,0.44251877254570976,9.547354524347284,-1.7833450671915028,1.0126936510997195,7,0.8867924528301887,0,0,1,0
MCO/SPGI,2021-05-11,1,2.5377339255154663,1.9488012332559825,0.010611840629016985,14.669012237612687,0.007362690590948784,0.8474884388920519,0.981,0.0405,0.006562100380992101,-0.004431529984876725,-0.04496142600680564,0.27008541525732443,0.2415715705051955,0.028513844752128925,0.8543899685775329,-0.006901529685480967,1.0,0.7504584936483834,0.9698231437608519,0.039415984773987646,-0.0029344389695368234,-2.616062979677575,0.38756671840188756,10.417011411808382,-0.8547126844120836,0.9397112140894305,4,0.9811320754716981,0,0,0,0
PH/C,2021-05-12,-1,2.052946957220895,-1.7064591211225844,0.02261195538929732,42.581436180014485,-0.008383646605916261,0.6885358305107258,0.818,0.0294,0.008001100130354264,-0.03426641978858669,0.00703001174871698,0.7033982833449217,0.5990127167842103,0.1043855665607114,0.674742970661817,0.013792859848908767,0.9523809523809523,0.6925010614936513,0.868865204116919,0.05284758016875338,0.03894422245482454,-3.1423229298863187,0.3726188289653662,12.701352695906317,1.6119558240672198,0.8431371325424821,7,0.8679245283018868,0,0,0,0
NEE/SO,2021-05-12,-1,2.1539583532812667,-0.1856298034764854,0.04259469720666794,24.74911377112257,-0.001597738480277739,0.5232999170235861,0.988,0.0187,0.008001100130354264,-0.030830835372080756,-0.016794175226924946,0.24794843847885062,0.1918334425797732,0.056114995899077424,0.6078132290309691,-0.08451331200738299,0.6904761904761905,0.3262879585402233,1.7127347523017282,0.03981961319209229,0.05424123594674568,-0.6423134807104185,0.5622795043833336,12.701352695906317,1.6119558240672198,1.0334287115256011,7,0.9056603773584906,0,0,0,0
PH/ETN,2021-05-12,-1,2.0842900420055304,-0.9807300193333726,0.022030202822302614,27.183568057476307,-0.005228068488713833,0.755466682343673,0.92,0.012,0.008001100130354264,-0.03426641978858669,-0.012380076181779387,0.7033982833449217,0.6383142794927839,0.06508400385213786,0.8076195198055953,-0.05215283746192234,1.0,0.353027484730078,1.1831771901136825,0.05284758016875338,0.020034498746525187,-2.20934850464262,0.3115703273862679,12.701352695906317,1.6119558240672198,0.8431371325424821,7,0.8867924528301887,0,0,0,0
INTU/CDNS,2021-05-12,1,2.3078221275977953,0.9590844696644987,0.03150134944553667,19.212208514382294,0.00870978716783145,0.7254651573075299,0.678,0.0253,0.008001100130354264,0.019825844805705373,-0.04110443644214978,0.35692728096594095,0.4071498423221245,-0.050222561356183526,0.726641113005398,-0.001175955697868103,0.8809523809523809,0.3354201930788979,0.7282301898633542,0.07071779987226806,-0.011820411768807437,-1.4975830731189075,0.39434759241243966,12.701352695906317,1.6119558240672198,0.8375327387449587,7,0.9622641509433962,0,0,0,0
PH/ITW,2021-05-12,-1,2.334544475827893,-1.2012670744040141,0.022966964644920863,79.52911971157486,-0.005802190743155194,0.6602042950900573,0.758,0.0435,0.008001100130354264,-0.03426641978858669,-0.0165584619188186,0.7033982833449217,0.427262455179644,0.2761358281652777,0.7587519643486723,-0.09854766925861502,1.0,0.7789909629754866,1.4014273501769212,0.05284758016875338,0.015915652142667214,-2.132497288750553,0.3333492427427516,12.701352695906317,1.6119558240672198,0.8431371325424821,7,0.9811320754716981,0,0,0,0
CAT/URI,2021-05-13,1,2.023619093796726,0.6233950357778197,0.018069630242015123,71.47307092816939,0.0031297260645446376,0.7333360745967582,0.437,0.0041,0.008364923838514367,0.012575109836839182,-0.02818240030544228,0.855301929515873,1.119087383692162,-0.26378545417628896,0.7792640582871786,-0.04592798369042039,0.9682539682539683,0.027135275523775666,0.7499474211576606,0.05720963190364554,0.14807080602515166,-0.5225837907959524,0.31541027488675044,13.2789049276229,2.2733753114743394,0.8970926251199975,6,0.8867924528301887,0,0,1,0
MET/HON,2021-05-14,1,2.083217037158789,0.6810900427232822,0.025093933393030506,233.1829155684118,0.00016616809613373927,0.6449816640749517,0.507,0.0221,0.008722986557321438,-0.01176656855786451,-0.002034267518235211,0.7687182768446537,0.6009219384556088,0.16779633838904484,0.7676641055688316,-0.12268244149387986,0.873015873015873,0.8618818564472062,1.1930219102950237,0.04473962944948421,0.09063532873268287,-0.6947196036659471,0.4994160343218265,13.847311872259196,2.8399554714303896,1.0604055408677773,5,0.9245283018867925,0,0,1,0
EOG/FANG,2021-05-17,1,2.2593678485600477,0.3066450329580317,0.050912580523572976,33.228782965343115,0.007086203663649754,0.7196974086243781,1.063,0.0467,0.008704818491716464,0.006483940413327893,-0.02440320186328293,0.6090740684683169,0.7593998634633952,-0.15032579499507825,0.8039163045428637,-0.08421889591848553,0.9841269841269841,0.13316359788818277,0.8618534213792567,0.05651207790137506,0.08308077977911621,-1.9778554782034823,0.373019296723196,13.818470962222875,3.8041433130468345,0.9430924863550985,6,0.9245283018867925,1,0,1,1
PH/RTX,2021-05-17,-1,2.0477983091854965,-0.2437338417813828,0.02975628774239325,55.41772442593963,-8.133660224609485e-05,0.7785356430483739,0.875,0.0285,0.008704818491716464,0.0013270132918554722,0.017831627415869633,0.7404303472722225,0.5165582141755736,0.22387213309664888,0.7280767514494949,0.05045889159887895,1.0,0.6042795072859437,0.9158845861259628,0.0503550738867819,0.07299278249458596,-1.8893102445229224,0.5219223333907248,13.818470962222875,3.8041433130468345,1.0653424860046057,6,0.8867924528301887,0,0,0,0
ETN/RTX,2021-05-18,-1,2.0221191396966844,-1.4496353929485297,0.019113608736136226,29.051945398485284,-0.0073339909730250116,0.6876567369269977,0.974,0.0008,0.008877669069868812,-0.004555845678259729,0.012374295781095057,0.6367158071229966,0.40918418037121285,0.22753162675178373,0.6295810841365411,0.05807565279045657,0.6666666666666666,0.414278502704028,0.7945034751899107,0.050188423322782956,0.036647442765535665,-2.270411666485266,0.4406546526905548,14.092862748481785,3.4899179741967146,0.9288224163767339,6,0.8867924528301887,0,0,0,0
MCO/SPGI,2021-05-18,1,2.5130346084792907,0.17931759529923497,0.012791545381383634,16.798698320291347,0.0038010365749177495,0.8637114813941724,0.981,0.0405,0.008877669069868812,-0.015140324197491672,-0.025474910107889492,0.22862130670729464,0.1803266486657309,0.04829465804156374,0.8566610523614588,0.007050429032713579,1.0,0.5344893620690633,1.0056896659721966,0.04474902001326505,-0.1312501917485735,-2.9087351709934604,0.35120062436911637,14.092862748481785,3.4899179741967146,1.143696596358994,6,0.9622641509433962,0,0,0,0
PH/JPM,2021-05-19,-1,2.0739544384838062,-1.5587564706470731,0.026918189771197216,25.57696136744911,-0.009419804964447808,0.6512469168393583,0.806,0.0018,0.008729726064662923,0.0029552618027608446,0.022979426166702233,0.634235514348104,0.6291478619291224,0.00508765241898157,0.6950330978011457,-0.043786180961787435,0.8888888888888888,0.6183853701799409,1.096495621351553,0.04643275834131186,0.09632048443069507,-1.5404836976907803,0.48680695955337094,13.858010508489995,2.854265884541027,1.0566911932460068,7,0.8679245283018868,0,0,0,0
